Actual Global Sales,Predicted Global Sales,,Absolute Error,RMSE,Mean Squared Error (MSE)
0.02,0.020376608,,0.018830408,,
0.08,0.080177234,,0.002215428,,
2.08,2.080001122,,5.39E-07,,
0.09,0.090266484,,0.002960933,,
1.08,1.090190045,,0.009435227,,
0.29,0.290397798,,0.001371717,,
0.38,0.380190447,,0.000501176,,
2.36,2.360318802,,0.000135086,,
0.08,0.080482002,,0.006025021,,
0.57,0.560255958,,0.017094811,,
0.03,0.030169266,,0.005642189,,
0.17,0.170221562,,0.001303306,,
0.1,0.100362478,,0.00362478,,
0.11,0.100111719,,0.089893465,,
0.06,0.060300896,,0.00501494,,
0.36,0.360314985,,0.000874957,,
0.03,0.03047904,,0.015967999,,
0.07,0.060285146,,0.138783633,,
0.53,0.530339396,,0.000640369,,
0.53,0.530195955,,0.000369726,,
0.11,0.110076193,,0.00069266,,
0.13,0.130389492,,0.002996091,,
0.13,0.130255833,,0.001967944,,
0.11,0.110007198,,6.54E-05,,
0.01,0.010312746,,0.031274629,,
0.03,0.030253958,,0.008465257,,
0.1,0.10011583,,0.001158296,,
0.02,0.020298558,,0.014927886,,
0.3,0.300472965,,0.001576551,,
0.72,0.710207349,,0.013600905,,
0.03,0.030262465,,0.008748848,,
0.55,0.550238601,,0.00043382,,
0.56,0.560033626,,6.00E-05,,
0.25,0.250241452,,0.000965806,,
1.05,1.05009052,,8.62E-05,,
2.47,2.480273822,,0.004159442,,
0.09,0.090328555,,0.003650608,,
0.68,0.680179707,,0.000264275,,
3.36,3.360160665,,4.78E-05,,
0.01,0.010409227,,0.040922712,,
0.1,0.090245722,,0.097542779,,
0.11,0.110450126,,0.004092054,,
1.58,1.590050377,,0.006360998,,
0.12,0.120503113,,0.004192606,,
0.5,0.490202594,,0.019594813,,
0.1,0.100370594,,0.00370594,,
0.2,0.20026708,,0.001335402,,
0.15,0.15030728,,0.002048533,,
0.16,0.160185459,,0.001159117,,
0.18,0.180400235,,0.002223525,,
0.03,0.030341086,,0.011369532,,
0.06,0.06026165,,0.004360834,,
0.03,0.030504793,,0.016826444,,
0.02,0.02024479,,0.012239486,,
0.2,0.200147751,,0.000738753,,
0.06,0.050208205,,0.163196588,,
2.07,2.060148734,,0.004759066,,
0.01,0.010073733,,0.007373328,,
0.15,0.150193527,,0.001290179,,
0.28,0.280241884,,0.000863871,,
0.03,0.030230239,,0.007674621,,
0.36,0.360089602,,0.000248894,,
1.21,1.21039012,,0.000322413,,
0.03,0.030218147,,0.007271575,,
0.07,0.070319249,,0.004560704,,
0.36,0.360306821,,0.000852279,,
0.16,0.160177828,,0.001111424,,
0.45,0.450166161,,0.000369247,,
0.02,0.010080145,,0.495992733,,
0.61,0.610157222,,0.000257741,,
0.73,0.730398781,,0.000546275,,
0.1,0.100104057,,0.001040571,,
0.07,0.070358713,,0.005124478,,
0.21,0.21015302,,0.000728666,,
0.07,0.080430146,,0.149002092,,
0.04,0.040532562,,0.013314042,,
0.32,0.310114098,,0.030893442,,
2.58,2.579987713,,4.76E-06,,
0.15,0.160375715,,0.069171434,,
0.05,0.060453033,,0.209060656,,
1.19,1.190320948,,0.000269704,,
0.11,0.120092262,,0.091747838,,
0.24,0.240279948,,0.001166448,,
0.59,0.58021016,,0.016592949,,
0.09,0.100299296,,0.114436627,,
0.36,0.360417233,,0.001158982,,
0.23,0.23031254,,0.00135887,,
0.44,0.440254476,,0.000578354,,
0.2,0.200118884,,0.000594418,,
0.08,0.090395691,,0.129946135,,
6.43,6.429714795,,4.44E-05,,
0.02,0.020260884,,0.013044179,,
1.16,1.160256928,,0.00022149,,
0.41,0.410208966,,0.000509674,,
0.02,0.020344243,,0.017212137,,
0.44,0.440181954,,0.000413531,,
0.3,0.300355575,,0.001185249,,
3.88,3.869929092,,0.002595595,,
0.01,0.010436873,,0.043687252,,
0.21,0.21041642,,0.001982954,,
0.35,0.340290779,,0.02774063,,
0.2,0.210006019,,0.050030096,,
0.01,0.010417482,,0.041748193,,
0.18,0.190060257,,0.055890318,,
0.56,0.560104728,,0.000187014,,
0.44,0.450264318,,0.023327995,,
0.22,0.210463943,,0.043345715,,
0.29,0.300123183,,0.034907526,,
0.54,0.550431608,,0.019317793,,
0.02,0.020118179,,0.005908945,,
1.26,1.249991383,,0.007943347,,
0.1,0.100144177,,0.001441771,,
1.21,1.210169921,,0.000140431,,
0.1,0.100511565,,0.005115648,,
0.06,0.06034954,,0.005825659,,
0.16,0.170214838,,0.063842737,,
0.02,0.020266039,,0.013301943,,
0.22,0.220278329,,0.001265134,,
0.47,0.470448055,,0.000953308,,
1.26,1.260238349,,0.000189166,,
0.08,0.080442678,,0.005533478,,
0.16,0.160176955,,0.001105969,,
0.37,0.370067144,,0.000181471,,
0.05,0.050467619,,0.009352379,,
0.08,0.090147482,,0.12684353,,
0.1,0.100236139,,0.002361391,,
0.53,0.53019966,,0.000376716,,
0.1,0.090409835,,0.095901649,,
0.21,0.210150484,,0.000716592,,
0.3,0.300182764,,0.000609213,,
0.02,0.010477991,,0.476100437,,
0.34,0.340313716,,0.000922695,,
0.05,0.050393113,,0.007862253,,
0.02,0.020176542,,0.008827108,,
0.03,0.030268067,,0.008935565,,
0.77,0.770298956,,0.000388254,,
0.15,0.150146695,,0.000977966,,
1.41,1.410230289,,0.000163325,,
0.07,0.070209033,,0.002986182,,
0.07,0.070368776,,0.005268234,,
0.25,0.250382703,,0.001530813,,
0.07,0.06024964,,0.139290858,,
0.02,0.020146704,,0.007335197,,
1.43,1.42040544,,0.006709482,,
0.18,0.180308175,,0.001712084,,
0.06,0.050146151,,0.164230823,,
0.07,0.080072607,,0.143894385,,
0.44,0.440244692,,0.000556119,,
0.02,0.020218468,,0.010923392,,
0.55,0.550275882,,0.000501604,,
0.06,0.060193648,,0.003227463,,
0.38,0.370294985,,0.025539512,,
0.57,0.570077771,,0.00013644,,
0.37,0.370242368,,0.000655049,,
0.72,0.720120533,,0.000167407,,
0.02,0.010379494,,0.481025314,,
0.04,0.04028578,,0.007144496,,
0.24,0.240254883,,0.001062011,,
0.25,0.250336721,,0.001346883,,
0.33,0.3302163,,0.000655453,,
0.03,0.030278366,,0.00927886,,
0.11,0.110511409,,0.00464917,,
0.38,0.380466678,,0.0012281,,
0.46,0.460080238,,0.00017443,,
0.02,0.010093527,,0.495323627,,
0.06,0.070391287,,0.173188123,,
0.84,0.840185446,,0.000220769,,
0.02,0.020252538,,0.012626878,,
0.42,0.420400892,,0.000954506,,
0.3,0.300140648,,0.000468826,,
0.09,0.090334569,,0.003717437,,
1.3,1.300104048,,8.00E-05,,
0.02,0.020233539,,0.011676952,,
0.04,0.040165867,,0.004146664,,
9.02,9.019824309,,1.95E-05,,
0.07,0.070058454,,0.000835056,,
0.79,0.790395551,,0.000500697,,
1.2,1.200205523,,0.000171269,,
0.08,0.080225153,,0.002814415,,
0.03,0.02036193,,0.321269016,,
0.08,0.080235133,,0.002939166,,
0.37,0.370105386,,0.000284826,,
0.45,0.45022461,,0.000499133,,
0.18,0.170087827,,0.055067625,,
0.28,0.290368113,,0.037028976,,
7.69,7.69961195,,0.001249928,,
0.13,0.140402011,,0.080015471,,
0.55,0.550268631,,0.000488421,,
0.08,0.080339397,,0.004242463,,
0.07,0.070450224,,0.006431768,,
0.72,0.730084935,,0.014006855,,
0.09,0.100228744,,0.113652712,,
0.01,0.010382878,,0.038287769,,
0.99,1.000042398,,0.010143837,,
0.01,0.010176637,,0.017663692,,
0.27,0.270322531,,0.001194558,,
0.03,0.0303366,,0.011220012,,
0.13,0.130176766,,0.001359739,,
0.17,0.17038526,,0.002266233,,
2.09,2.099970541,,0.004770594,,
0.08,0.080395125,,0.004939056,,
0.36,0.370236413,,0.028434481,,
0.03,0.030270768,,0.009025606,,
0.53,0.54015114,,0.019153094,,
0.09,0.090206203,,0.002291144,,
2.28,2.290099771,,0.004429724,,
0.03,0.030355314,,0.011843794,,
0.11,0.110267543,,0.002432206,,
0.21,0.200412037,,0.045656965,,
0.35,0.34028002,,0.027771372,,
0.17,0.170281726,,0.001657214,,
0.75,0.749984357,,2.09E-05,,
0.18,0.180190621,,0.001059007,,
0.44,0.450225376,,0.02323949,,
6.34,6.329677259,,0.001628193,,
0.1,0.090314203,,0.096857969,,
0.24,0.250276617,,0.042819237,,
2.82,2.820310108,,0.000109967,,
0.09,0.090282898,,0.003143313,,
0.08,0.080372236,,0.00465295,,
0.06,0.060297984,,0.004966405,,
0.04,0.040239134,,0.005978351,,
0.16,0.160145648,,0.0009103,,
0.66,0.650280021,,0.014727241,,
0.09,0.090243383,,0.002704255,,
0.11,0.10022975,,0.088820459,,
0.07,0.070157196,,0.002245656,,
0.22,0.220089337,,0.000406079,,
0.28,0.280148114,,0.000528978,,
2.44,2.439972304,,1.14E-05,,
0.11,0.110281888,,0.002562619,,
0.01,0.010215633,,0.021563309,,
0.05,0.050326108,,0.006522153,,
0.72,0.720169555,,0.000235494,,
0.08,0.080231588,,0.002894854,,
0.02,0.020162759,,0.008137961,,
4.19,4.189912317,,2.09E-05,,
0.02,0.020449292,,0.022464578,,
0.27,0.270044698,,0.000165547,,
0.32,0.320259326,,0.000810393,,
17.28,17.27932184,,3.92E-05,,
0.07,0.070166624,,0.002380348,,
0.47,0.460077825,,0.02111101,,
0.12,0.120104294,,0.000869113,,
0.14,0.140400324,,0.002859455,,
0.56,0.560414387,,0.000739976,,
0.04,0.040243955,,0.006098871,,
0.11,0.100307415,,0.088114408,,
0.24,0.240134638,,0.00056099,,
1.46,1.460141876,,9.72E-05,,
0.08,0.080386951,,0.004836883,,
0.12,0.120476285,,0.003969044,,
0.13,0.120305419,,0.074573697,,
0.02,0.020374382,,0.018719125,,
0.62,0.620436771,,0.000704469,,
0.2,0.210433809,,0.052169044,,
0.35,0.350263037,,0.000751533,,
0.17,0.180079444,,0.059290847,,
0.05,0.050187622,,0.003752437,,
0.2,0.20019851,,0.000992552,,
0.16,0.160206427,,0.00129017,,
0.03,0.030377378,,0.012579263,,
0.08,0.08034235,,0.004279379,,
1.77,1.770045431,,2.57E-05,,
0.03,0.03032948,,0.010982654,,
0.03,0.030276754,,0.009225147,,
4.39,4.39988016,,0.002250606,,
0.64,0.640128692,,0.000201082,,
0.11,0.110437981,,0.003981648,,
0.09,0.09039678,,0.004408667,,
0.32,0.320337887,,0.001055897,,
1.05,1.040162024,,0.009369501,,
0.17,0.170432057,,0.002541511,,
0.02,0.020435502,,0.021775077,,
1.18,1.190246597,,0.008683556,,
0.79,0.790146289,,0.000185176,,
1.16,1.150020954,,0.008602626,,
0.17,0.170252409,,0.001484757,,
0.01,0.010196118,,0.01961177,,
0.72,0.720211298,,0.000293469,,
0.11,0.110445215,,0.00404741,,
0.03,0.030459075,,0.015302507,,
0.23,0.230211724,,0.000920539,,
0.06,0.060300563,,0.005009387,,
0.76,0.760267093,,0.000351438,,
0.05,0.050342569,,0.006851374,,
0.03,0.030269017,,0.008967244,,
0.09,0.080169692,,0.109225646,,
0.01,0.010359102,,0.035910178,,
3.03,3.030117454,,3.88E-05,,
0.37,0.360238738,,0.026381789,,
2.26,2.260100512,,4.45E-05,,
0.62,0.630220635,,0.016484896,,
0.05,0.050142357,,0.002847145,,
0.05,0.050219437,,0.004388733,,
0.21,0.210268672,,0.001279389,,
0.07,0.070354711,,0.005067299,,
0.17,0.170242713,,0.001427722,,
0.02,0.02027094,,0.013547005,,
0.02,0.020285764,,0.014288219,,
0.24,0.250222481,,0.042593669,,
0.34,0.339988719,,3.32E-05,,
0.63,0.630177789,,0.000282205,,
0.9,0.90021465,,0.0002385,,
3.09,3.080128102,,0.003194789,,
0.31,0.310215183,,0.00069414,,
0.06,0.060222962,,0.003716027,,
0.14,0.140360403,,0.002574308,,
0.06,0.050405645,,0.159905915,,
0.06,0.050341938,,0.160967697,,
0.08,0.080274611,,0.003432643,,
0.02,0.020166995,,0.00834974,,
0.05,0.040189557,,0.196208857,,
0.12,0.130277573,,0.085646443,,
4.11,4.109947723,,1.27E-05,,
1.44,1.44002147,,1.49E-05,,
0.25,0.260196185,,0.040784739,,
1.29,1.280075361,,0.007693518,,
0.39,0.390394269,,0.001010947,,
0.17,0.170283051,,0.001665005,,
0.02,0.020213812,,0.010690576,,
0.1,0.100219566,,0.002195662,,
0.45,0.450358474,,0.000796609,,
0.06,0.060264703,,0.004411724,,
0.54,0.540260685,,0.00048275,,
0.03,0.030256865,,0.008562172,,
0.03,0.030274076,,0.009135857,,
0.01,0.010151208,,0.015120806,,
0.58,0.590283704,,0.017730524,,
0.35,0.350249827,,0.000713793,,
0.68,0.680117787,,0.000173216,,
0.56,0.560035887,,6.41E-05,,
0.55,0.550064671,,0.000117583,,
2.67,2.670117513,,4.40E-05,,
0.07,0.070427573,,0.006108181,,
0.04,0.040069874,,0.001746861,,
0.63,0.629989459,,1.67E-05,,
0.24,0.240244728,,0.0010197,,
0.74,0.740373153,,0.000504261,,
0.06,0.060238133,,0.003968884,,
1.07,1.070203833,,0.000190498,,
0.03,0.030174327,,0.005810914,,
0.02,0.020374804,,0.018740201,,
0.09,0.090417915,,0.004643499,,
0.04,0.040042708,,0.001067692,,
0.32,0.320166163,,0.000519258,,
0.11,0.110130066,,0.00118242,,
0.75,0.740024711,,0.013300385,,
1.75,1.750197868,,0.000113067,,
0.13,0.130131476,,0.001011352,,
3.69,3.69000399,,1.08E-06,,
1.56,1.560310978,,0.000199345,,
0.29,0.290320349,,0.001104651,,
0.64,0.640246214,,0.000384709,,
1.06,1.050184928,,0.009259502,,
0.67,0.660279177,,0.014508691,,
0.42,0.410282308,,0.023137362,,
0.45,0.450311067,,0.00069126,,
0.1,0.100383591,,0.003835915,,
0.09,0.090521136,,0.005790398,,
0.35,0.35008,,0.000228571,,
0.02,0.020287693,,0.014384627,,
0.68,0.680144716,,0.000212818,,
0.09,0.090412908,,0.004587863,,
0.02,0.02045239,,0.022619482,,
0.15,0.150379576,,0.002530504,,
1.82,1.820147413,,8.10E-05,,
0.12,0.120260432,,0.002170268,,
1.78,1.780128891,,7.24E-05,,
0.11,0.100239493,,0.088731881,,
0.39,0.400186569,,0.026119407,,
0.04,0.030305647,,0.242358836,,
0.1,0.100297839,,0.002978392,,
1.17,1.160086193,,0.00847334,,
0.06,0.050226889,,0.162885183,,
0.05,0.050272291,,0.005445818,,
0.28,0.280221857,,0.000792345,,
0.61,0.610102772,,0.000168479,,
0.13,0.130080693,,0.000620714,,
0.06,0.060333646,,0.005560765,,
0.05,0.050173115,,0.003462296,,
0.5,0.510125509,,0.020251019,,
0.02,0.020246045,,0.012302231,,
0.25,0.250250435,,0.00100174,,
0.06,0.060285521,,0.004758681,,
0.17,0.170068385,,0.000402264,,
0.41,0.410171786,,0.000418991,,
0.08,0.080480837,,0.006010462,,
0.09,0.090097127,,0.001079191,,
0.59,0.590221669,,0.00037571,,
0.68,0.680406656,,0.000598023,,
0.7,0.6904472,,0.013646858,,
0.12,0.120183524,,0.001529363,,
0.05,0.050382636,,0.007652717,,
0.6,0.61006395,,0.016773249,,
0.47,0.470064276,,0.000136758,,
0.03,0.030246543,,0.008218113,,
0.02,0.020301187,,0.015059334,,
0.01,0.020182112,,1.018211215,,
0.69,0.690330911,,0.000479582,,
1.09,1.090138559,,0.000127119,,
0.02,0.020290276,,0.014513792,,
0.02,0.020250229,,0.012511466,,
0.02,0.020238451,,0.01192254,,
0.21,0.220397754,,0.049513115,,
0.05,0.050234024,,0.004680488,,
2.2,2.200209931,,9.54E-05,,
1.09,1.090163156,,0.000149684,,
0.09,0.080364625,,0.107059718,,
1.05,1.040095363,,0.009432987,,
0.21,0.210298075,,0.001419407,,
0.11,0.110454105,,0.004128226,,
0.55,0.560217888,,0.018577978,,
0.66,0.660282572,,0.00042814,,
0.41,0.400147841,,0.024029656,,
0.04,0.040294924,,0.007373103,,
0.01,0.01030224,,0.030224027,,
1.45,1.450197084,,0.00013592,,
0.55,0.540034006,,0.01811999,,
0.02,0.020293072,,0.014653616,,
0.1,0.100482818,,0.004828178,,
0.06,0.06018754,,0.003125668,,
0.1,0.10031833,,0.003183301,,
0.06,0.060248325,,0.00413875,,
0.02,0.020260819,,0.013040971,,
0.22,0.220562724,,0.002557838,,
0.02,0.020471043,,0.023552142,,
0.08,0.080167604,,0.002095046,,
1.08,1.080036006,,3.33E-05,,
1.97,1.980030636,,0.005091694,,
0.21,0.210222224,,0.00105821,,
0.17,0.170134392,,0.00079054,,
0.38,0.380224882,,0.000591795,,
0.18,0.180187858,,0.001043658,,
1.3,1.290244235,,0.007504435,,
0.12,0.120248068,,0.002067231,,
0.65,0.640407748,,0.014757311,,
0.17,0.17024125,,0.001419117,,
0.06,0.070237648,,0.17062747,,
0.07,0.07054885,,0.007840713,,
0.02,0.020451784,,0.022589181,,
7.34,7.339605068,,5.38E-05,,
0.28,0.280488232,,0.001743686,,
0.19,0.190299144,,0.001574443,,
1.87,1.86023957,,0.005219481,,
0.25,0.260239492,,0.040957968,,
0.3,0.310403028,,0.03467676,,
0.87,0.870197972,,0.000227554,,
0.74,0.740187797,,0.00025378,,
4.82,4.819890751,,2.27E-05,,
0.19,0.190276598,,0.001455777,,
0.08,0.080418649,,0.005233111,,
1.23,1.240269701,,0.008349351,,
0.09,0.090212581,,0.002362006,,
0.31,0.310123568,,0.000398605,,
0.03,0.030396564,,0.013218797,,
0.14,0.140427974,,0.003056959,,
0.17,0.180286338,,0.060507871,,
0.04,0.040277511,,0.006937763,,
0.4,0.40037598,,0.00093995,,
0.52,0.520227708,,0.000437899,,
0.1,0.100316243,,0.003162433,,
0.7,0.700041295,,5.90E-05,,
0.14,0.140070677,,0.000504835,,
0.67,0.670321936,,0.000480501,,
0.19,0.190353926,,0.00186277,,
0.14,0.140413031,,0.002950221,,
0.1,0.110321352,,0.103213519,,
0.21,0.200038355,,0.047436403,,
0.03,0.030365054,,0.01216846,,
0.16,0.150103173,,0.061855167,,
0.02,0.020259528,,0.012976381,,
1.06,1.060024505,,2.31E-05,,
3.65,3.649900108,,2.74E-05,,
0.07,0.060308365,,0.138451923,,
1.08,1.080426307,,0.000394729,,
0.09,0.090180245,,0.002002721,,
0.03,0.030280307,,0.009343555,,
0.05,0.050253073,,0.005061461,,
0.47,0.470343688,,0.000731252,,
0.01,0.01031183,,0.031182991,,
0.03,0.030212822,,0.007094065,,
0.03,0.030361686,,0.012056203,,
0.02,0.010052145,,0.49739273,,
0.08,0.070322035,,0.120974559,,
0.01,0.010237815,,0.023781518,,
0.02,0.020237293,,0.011864663,,
0.02,0.02030823,,0.015411512,,
0.5,0.490180943,,0.019638114,,
0.42,0.420275165,,0.000655154,,
2.26,2.25999022,,4.33E-06,,
0.03,0.030542598,,0.018086596,,
1.69,1.700213343,,0.006043398,,
0.1,0.100430339,,0.004303388,,
1.06,1.070093145,,0.009521835,,
3.54,3.530060865,,0.002807665,,
0.05,0.05032302,,0.006460405,,
1.25,1.250092849,,7.43E-05,,
0.23,0.230287547,,0.001250205,,
0.09,0.090243648,,0.002707195,,
0.33,0.330234004,,0.000709102,,
0.11,0.100445689,,0.086857372,,
0.44,0.430405262,,0.021806223,,
0.03,0.030267286,,0.008909528,,
0.58,0.570263106,,0.016787748,,
0.09,0.090212811,,0.002364567,,
0.37,0.370165569,,0.000447483,,
0.28,0.280435558,,0.001555565,,
0.09,0.100229295,,0.11365883,,
0.07,0.070219558,,0.003136549,,
0.09,0.090257088,,0.002856535,,
0.03,0.030032695,,0.001089847,,
0.19,0.190406836,,0.002141243,,
0.02,0.020404448,,0.0202224,,
0.27,0.260361364,,0.035698651,,
0.12,0.120093424,,0.000778533,,
4.31,4.319921458,,0.002301962,,
4.48,4.480006168,,1.38E-06,,
0.14,0.140101724,,0.000726597,,
0.03,0.030216383,,0.007212769,,
0.02,0.020328649,,0.016432433,,
0.02,0.010403296,,0.479835218,,
0.47,0.470014049,,2.99E-05,,
0.04,0.04009146,,0.002286489,,
0.05,0.050317311,,0.006346213,,
0.02,0.020138423,,0.006921169,,
1.38,1.360056357,,0.014451915,,
0.86,0.85030602,,0.011272069,,
14.98,14.96936135,,0.00071019,,
1.2,1.200345919,,0.000288266,,
0.09,0.090212833,,0.002364812,,
0.67,0.660187173,,0.014646011,,
0.07,0.070271919,,0.00388456,,
0.09,0.090160028,,0.00177809,,
0.05,0.040112162,,0.197756753,,
0.04,0.030211606,,0.244709838,,
0.06,0.060168394,,0.00280657,,
1.96,1.960203218,,0.000103683,,
0.12,0.120250597,,0.002088312,,
0.38,0.380360783,,0.00094943,,
1.13,1.130252965,,0.000223863,,
0.16,0.160183469,,0.001146683,,
0.04,0.040175835,,0.004395886,,
0.51,0.520078472,,0.019761711,,
0.06,0.060352384,,0.005873068,,
0.06,0.060127829,,0.002130482,,
1.69,1.680308608,,0.005734551,,
0.02,0.020170938,,0.008546896,,
0.28,0.270233464,,0.034880487,,
0.17,0.170079066,,0.000465096,,
0.91,0.910396909,,0.000436164,,
0.62,0.610271923,,0.015690448,,
0.07,0.070074913,,0.001070183,,
0.11,0.110328622,,0.002987474,,
0.1,0.100263406,,0.002634057,,
0.36,0.370082525,,0.028007013,,
0.32,0.320313845,,0.000980765,,
0.05,0.050259644,,0.005192875,,
0.14,0.130496538,,0.067881873,,
0.02,0.020336769,,0.016838433,,
0.12,0.120185451,,0.001545425,,
0.25,0.260144702,,0.040578807,,
1.16,1.16012721,,0.000109664,,
0.49,0.490274748,,0.000560709,,
0.02,0.020299698,,0.014984877,,
0.48,0.490428232,,0.021725482,,
0.04,0.040100861,,0.002521523,,
0.02,0.02025557,,0.012778475,,
0.29,0.290438921,,0.001513519,,
0.05,0.050224875,,0.004497493,,
0.04,0.040200825,,0.005020627,,
0.05,0.050413371,,0.008267412,,
0.17,0.160237736,,0.057425082,,
1.54,1.540057347,,3.72E-05,,
0.23,0.230086866,,0.000377678,,
0.31,0.310415424,,0.001340076,,
0.24,0.24029959,,0.001248292,,
0.42,0.41012012,,0.023523523,,
0.14,0.14024813,,0.001772354,,
0.47,0.480227323,,0.021760262,,
0.14,0.140266809,,0.001905781,,
0.26,0.260074187,,0.000285335,,
0.19,0.180261554,,0.051254976,,
0.29,0.290077661,,0.000267796,,
0.32,0.320274056,,0.000856425,,
0.07,0.070478842,,0.006840599,,
0.66,0.660059965,,9.09E-05,,
0.29,0.290140871,,0.000485763,,
2.8,2.800026285,,9.39E-06,,
0.95,0.940125581,,0.010394125,,
0.01,0.010265271,,0.026527136,,
0.94,0.93016073,,0.010467308,,
0.29,0.2800951,,0.034154829,,
0.03,0.030279465,,0.0093155,,
0.25,0.250205806,,0.000823226,,
0.19,0.190186885,,0.000983604,,
0.04,0.040327426,,0.008185661,,
0.11,0.110422411,,0.003840102,,
0.08,0.080183651,,0.002295639,,
0.02,0.020138073,,0.006903654,,
0.01,0.0103453,,0.034530014,,
0.02,0.010308484,,0.484575813,,
0.06,0.06048952,,0.008158667,,
0.07,0.070331242,,0.004732033,,
0.1,0.100074254,,0.000742538,,
0.02,0.020316776,,0.015838782,,
0.12,0.110417318,,0.079855682,,
0.02,0.020315102,,0.01575509,,
0.21,0.210207913,,0.000990061,,
0.06,0.060447319,,0.007455315,,
3.61,3.600209683,,0.002711999,,
2.69,2.690121891,,4.53E-05,,
0.04,0.040446893,,0.011172315,,
0.1,0.10027066,,0.002706601,,
0.16,0.160224643,,0.001404017,,
0.28,0.28002307,,8.24E-05,,
3.42,3.419992366,,2.23E-06,,
0.02,0.020274908,,0.013745415,,
0.41,0.420052411,,0.024518075,,
4.7,4.709850956,,0.002095948,,
0.05,0.040330461,,0.193390777,,
0.1,0.100412233,,0.004122329,,
0.07,0.07041073,,0.005867566,,
0.7,0.690294268,,0.013865332,,
0.33,0.330441562,,0.001338066,,
0.58,0.570243721,,0.01682117,,
0.52,0.510211099,,0.018824809,,
0.67,0.670118509,,0.000176879,,
0.05,0.050173295,,0.003465904,,
0.14,0.140287126,,0.002050901,,
1.23,1.240052592,,0.008172839,,
0.33,0.330377002,,0.00114243,,
0.84,0.840057123,,6.80E-05,,
0.02,0.030266252,,0.513312576,,
0.04,0.040150935,,0.003773369,,
0.1,0.090360861,,0.096391388,,
0.11,0.110294928,,0.002681161,,
1.45,1.450301142,,0.000207684,,
0.25,0.240406378,,0.038374488,,
0.2,0.200185035,,0.000925173,,
0.14,0.140476817,,0.003405836,,
0.02,0.010401343,,0.479932835,,
1.01,1.010206264,,0.000204222,,
0.18,0.190123387,,0.056241037,,
0.87,0.870218933,,0.000251647,,
0.07,0.070153308,,0.002190109,,
0.28,0.28022525,,0.000804466,,
1.55,1.560068987,,0.006496121,,
0.11,0.110143738,,0.001306709,,
0.3,0.290187758,,0.032707472,,
0.01,0.010198791,,0.01987912,,
1.46,1.460271464,,0.000185934,,
0.53,0.530261964,,0.000494272,,
0.68,0.670205479,,0.014403707,,
0.21,0.210348848,,0.001661182,,
0.05,0.050220442,,0.004408843,,
0.31,0.310250904,,0.000809368,,
1.63,1.62997205,,1.71E-05,,
0.62,0.630462847,,0.016875559,,
0.49,0.480469232,,0.019450547,,
0.01,0.01024648,,0.024647956,,
0.59,0.590130551,,0.000221273,,
1.43,1.429965239,,2.43E-05,,
0.29,0.290115142,,0.000397042,,
0.43,0.420392158,,0.022343818,,
0.09,0.080289182,,0.107897974,,
0.17,0.170184256,,0.001083859,,
0.08,0.080358414,,0.004480175,,
0.7,0.700026475,,3.78E-05,,
0.17,0.170121826,,0.000716622,,
0.18,0.180200696,,0.001114976,,
0.52,0.52017871,,0.000343674,,
0.13,0.130105027,,0.000807902,,
0.02,0.020270459,,0.013522948,,
0.08,0.080312861,,0.003910764,,
0.58,0.580172779,,0.000297896,,
0.01,0.010438185,,0.043818499,,
0.72,0.720291451,,0.000404793,,
0.68,0.67005004,,0.014632294,,
0.34,0.350231734,,0.030093334,,
0.2,0.200279194,,0.001395972,,
0.01,0.010272709,,0.027270926,,
0.3,0.300165497,,0.000551656,,
0.07,0.070188251,,0.0026893,,
0.03,0.030310231,,0.010341021,,
0.12,0.120291663,,0.002430528,,
0.06,0.06022161,,0.003693502,,
0.14,0.14018386,,0.001313288,,
0.47,0.460378079,,0.020472172,,
0.01,0.010330163,,0.033016309,,
0.13,0.130163658,,0.001258908,,
0.24,0.240422772,,0.001761551,,
1.02,1.030308718,,0.010106586,,
0.89,0.890412555,,0.000463544,,
0.38,0.390225295,,0.02690867,,
0.2,0.200128827,,0.000644135,,
0.46,0.460301129,,0.000654629,,
0.14,0.140405884,,0.002899174,,
0.04,0.040175928,,0.004398212,,
0.58,0.580371796,,0.000641027,,
0.58,0.580213924,,0.000368835,,
0.17,0.170403063,,0.002370957,,
0.09,0.090270537,,0.003005964,,
0.3,0.31026911,,0.034230366,,
0.63,0.620158737,,0.015621053,,
0.8,0.800039886,,4.99E-05,,
0.16,0.160334849,,0.002092805,,
0.13,0.130102618,,0.000789372,,
0.51,0.510044628,,8.75E-05,,
0.17,0.170324302,,0.001907657,,
0.03,0.02035922,,0.321359342,,
1.37,1.360133393,,0.007201903,,
0.11,0.110125271,,0.001138824,,
0.02,0.020097621,,0.004881043,,
0.15,0.150320693,,0.002137954,,
0.07,0.070499732,,0.007139034,,
0.19,0.190064592,,0.00033996,,
0.02,0.020389874,,0.019493688,,
0.3,0.310274131,,0.034247102,,
0.08,0.080176648,,0.002208101,,
0.1,0.100214176,,0.002141757,,
0.01,0.010196553,,0.019655329,,
0.26,0.250246655,,0.037512864,,
0.56,0.560349977,,0.000624958,,
0.12,0.120260459,,0.00217049,,
0.15,0.160192724,,0.067951493,,
0.05,0.050387166,,0.007743311,,
0.12,0.110211784,,0.081568465,,
0.41,0.410145742,,0.000355467,,
0.12,0.120215643,,0.001797029,,
0.18,0.180288028,,0.001600155,,
